Date,Open,High,Low,Close,Adj Close,Volume
2018-11-05,72.0,75.5999984741211,72.0,75.5999984741211,75.20757293701172,1636701
2018-11-06,77.0,79.3499984741211,75.69999694824219,78.0999984741211,77.69459533691406,2528961
2018-11-07,79.4000015258789,82.0,78.5,81.30000305175781,80.87799072265625,488994
2018-11-09,84.0,84.0,77.25,79.94999694824219,79.53500366210938,1926334
2018-11-12,79.80000305175781,79.80000305175781,76.0,76.0,75.60549926757812,1494059
2018-11-13,72.5,78.0,72.5,76.94999694824219,76.55056762695312,915107
2018-11-14,77.05000305175781,78.6500015258789,75.5,78.30000305175781,77.89356994628906,640666
2018-11-15,79.0,80.0,75.5,79.4000015258789,78.98786163330078,662627
2018-11-16,79.4000015258789,79.75,77.5,78.8499984741211,78.44071197509766,445033
2018-11-19,78.44999694824219,78.94999694824219,77.19999694824219,77.80000305175781,77.39616394042969,1332624
2018-11-20,81.0,88.5,80.0999984741211,80.9000015258789,80.48007202148438,3819027
2018-11-21,81.9000015258789,97.05000305175781,81.69999694824219,97.05000305175781,96.54624938964844,7785820
2018-11-22,106.55000305175781,115.4000015258789,105.0,111.55000305175781,110.97097778320312,17594459
2018-11-26,114.0999984741211,114.69999694824219,102.0,104.0999984741211,103.55963897705078,7818868
2018-11-27,100.5,105.25,98.25,101.05000305175781,100.52548217773438,4647882
2018-11-28,101.44999694824219,102.5999984741211,94.0999984741211,99.0,98.48611450195312,4517227
2018-11-29,99.9000015258789,101.69999694824219,98.0999984741211,99.44999694824219,98.93377685546875,2006532
2018-11-30,99.0999984741211,101.4000015258789,97.6500015258789,98.75,98.2374038696289,1745738
2018-12-03,99.0,99.75,96.30000305175781,97.5,96.99390411376953,1065560
2018-12-04,97.5,97.8499984741211,95.19999694824219,96.19999694824219,95.70065307617188,1044937
2018-12-05,95.1500015258789,105.80000305175781,94.19999694824219,105.3499984741211,104.80316162109375,6794511
2018-12-06,103.94999694824219,110.69999694824219,103.1500015258789,104.30000305175781,103.75859832763672,4175920
