Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,33.91789245605469,35.94582748413086,33.91789245605469,35.94582748413086,26.684871673583984,31204789
2000-01-04,36.90266799926758,38.823490142822266,35.888702392578125,38.823490142822266,28.82114028930664,66436055
2000-01-05,36.65274429321289,41.11562728881836,36.65274429321289,40.34444046020508,29.950241088867188,187894923
2000-01-06,41.27272033691406,42.94362258911133,41.27272033691406,42.036766052246094,31.20656394958496,109810562
2000-01-07,42.12959289550781,45.399993896484375,41.84396743774414,44.92156982421875,33.34812545776367,139140630
2000-01-10,45.32858657836914,45.51424026489258,43.60055923461914,44.05755615234375,32.706722259521484,93948967
2000-01-11,43.97901153564453,44.407447814941406,40.537235260009766,41.20131301879883,30.586349487304688,87837898
2000-01-12,41.27272033691406,43.557716369628906,40.294456481933594,43.08643341064453,31.98579216003418,84793235
2000-01-13,43.70052719116211,45.18577575683594,43.42918395996094,44.53597640991211,33.06188201904297,119569925
2000-01-14,44.20037078857422,45.93553924560547,44.20037078857422,45.17149353027344,33.53366470336914,94253808
2000-01-17,45.44997787475586,46.114051818847656,43.85047912597656,44.09326171875,32.73322296142578,75127904
2000-01-18,44.128963470458984,45.54994583129883,43.636260986328125,44.871585845947266,33.3110237121582,70605468
2000-01-19,46.106910705566406,46.39967727661133,45.15721130371094,45.64277267456055,33.8835334777832,80395046
2000-01-20,45.69989776611328,46.39967727661133,44.35032272338867,44.67879104614258,33.16788864135742,108034978
2000-01-21,44.65736770629883,46.89952087402344,44.55739974975586,46.606754302978516,34.59913635253906,119997270
2000-01-24,46.48536682128906,47.3922233581543,45.98552322387695,46.57819366455078,34.577945709228516,92172116
2000-01-25,46.42110061645508,46.45680236816406,45.44997787475586,45.69275665283203,33.92062759399414,68292136
2000-01-26,45.69275665283203,45.69275665283203,45.69275665283203,45.69275665283203,33.92062759399414,0
2000-01-27,46.985206604003906,48.09914016723633,46.08549118041992,47.83494186401367,35.51091384887695,105134980
2000-01-28,47.970611572265625,48.827484130859375,47.35651779174805,48.320499420166016,35.87137222290039,82165623
2000-01-31,47.76353454589844,47.984893798828125,46.635318756103516,46.86381530761719,34.78998947143555,71361776
2000-02-01,47.24226760864258,48.19197082519531,46.8423957824707,47.7064094543457,35.41549301147461,74978225
2000-02-02,48.970298767089844,49.54154586791992,48.349063873291016,48.57756423950195,36.06221008300781,69677865
2000-02-03,48.841766357421875,49.05598449707031,48.04201889038086,48.79178237915039,36.221229553222656,47415611
2000-02-04,49.12739181518555,49.605812072753906,48.79892349243164,49.14881134033203,36.48627471923828,49764032
2000-02-07,48.713233947753906,49.90571594238281,48.27765655517578,49.07026672363281,36.427974700927734,57373544
2000-02-08,49.34160614013672,49.54154586791992,48.706092834472656,48.89889144897461,36.300743103027344,45028798
2000-02-09,49.84144973754883,50.648338317871094,49.24163818359375,50.04138946533203,37.148895263671875,80082951
2000-02-10,49.812889099121094,51.95507049560547,49.25592041015625,50.8054313659668,37.716094970703125,75571837
2000-02-11,51.98363494873047,53.4117546081543,51.419525146484375,51.883663177490234,38.51653289794922,57107362
2000-02-14,51.26957321166992,51.540916442871094,49.9842643737793,50.2841682434082,37.32912063598633,35903092
2000-02-15,50.2698860168457,50.61263656616211,48.848907470703125,49.17737579345703,36.50748825073242,56888263
2000-02-16,49.9842643737793,50.52695083618164,48.99885940551758,49.720062255859375,36.91034698486328,55152101
2000-02-17,49.65579605102539,50.955387115478516,49.62723159790039,50.63405990600586,37.588871002197266,53712644
2000-02-18,50.96966552734375,51.11962127685547,49.698638916015625,49.90571594238281,37.04817581176758,35225755
2000-02-21,49.75576400756836,50.2698860168457,48.79178237915039,49.36302947998047,36.64530944824219,20617316
2000-02-22,49.41301345825195,49.55582809448242,47.485050201416016,47.74925231933594,35.44729995727539,50361544
2000-02-23,49.227359771728516,49.227359771728516,46.742427825927734,47.099456787109375,34.96491241455078,33832723
2000-02-24,47.54217529296875,48.65610885620117,47.02804946899414,48.092002868652344,35.70174026489258,39659592
2000-02-25,48.75607681274414,48.970298767089844,46.57105255126953,46.92808151245117,34.83769989013672,27393300
2000-02-28,46.39253616333008,48.16340637207031,44.27177429199219,47.570735931396484,35.31477737426758,35193104
2000-02-29,48.2562370300293,48.963157653808594,43.764793395996094,44.393165588378906,32.95586395263672,69812720
2000-03-01,44.985836029052734,47.106597900390625,42.700843811035156,45.24290084838867,33.58667755126953,75384941
2000-03-02,45.53566360473633,45.98552322387695,41.6297492980957,41.66545486450195,30.930910110473633,87781342
2000-03-03,40.85856628417969,40.85856628417969,38.337928771972656,38.337928771972656,28.46067237854004,32467650
2000-03-06,38.337928771972656,40.537235260009766,35.27460861206055,36.267154693603516,26.923412322998047,73037978
